GISJOIN,STATE,STATEA,COUNTY,COUNTYA,TRACTA,pop_total_2010,housing_occupied_2010,housing_vacant_2010,housing_owner_occ_2010,housing_renter_occ_2010,age_under5_2010,age_5to9_2010,age_10to14_2010,age_15to17_2010,age_18to19_2010,age_20_2010,age_21_2010,age_22to24_2010,age_25to29_2010,age_30to34_2010,age_35to39_2010,age_40to44_2010,age_45to49_2010,age_50to54_2010,age_55to59_2010,age_60to61_2010,age_62to64_2010,age_65to69_2010,age_70to74_2010,age_75to79_2010,age_80to84_2010,age_85plus_2010,race_nhwhite_2010,race_nhblack_2010,race_nhaian_2010,race_nhapi_2010,race_nhother_2010,race_nhtwo_2010,race_hispwhite_2010,race_hispblack_2010,race_hispaian_2010,race_hispapi_2010,race_hispother_2010,race_hisptwo_2010,pop_total_2020,land_area_sqkm,density_perkm2,settlement_type
G1500030008005,Hawaii,15,Honolulu County,003,008005,6864,2028,43,1751,277,395,375,432,265,138,66,78,234,330,369,398,446,510,469,387,161,265,402,456,339,210,139,635,38,3,3780,7,1751,76,1,5,118,51,399,6997.0,13.237538,518.5254236852804,suburban
G1500030008006,Hawaii,15,Honolulu County,003,008006,4858,1469,25,1252,217,235,221,210,143,103,47,41,129,196,231,299,326,283,314,280,119,219,384,334,302,259,183,221,30,3,3478,0,826,49,1,8,61,57,124,5139.0,2.070803,2345.949856166907,urban
G1500030008007,Hawaii,15,Honolulu County,003,008007,5306,1631,25,1434,197,199,246,253,170,62,38,42,132,215,234,288,348,348,333,302,135,249,521,381,361,261,188,208,13,1,3939,3,847,40,1,2,73,28,151,5567.0,1.499409,3538.727592004583,urban
G1500030008301,Hawaii,15,Honolulu County,003,008301,4661,1388,70,6,1382,563,465,391,181,114,66,72,311,618,467,372,292,260,174,120,44,37,41,30,20,20,3,1716,299,25,1015,3,885,202,23,6,71,148,268,4553.0,14.922103,312.3554367638395,suburban
G1500030008302,Hawaii,15,Honolulu County,003,008302,6749,1369,49,1072,297,460,489,563,353,217,95,103,277,410,418,419,455,490,364,329,135,205,365,261,159,106,76,270,28,1,4244,5,1416,90,6,1,247,23,418,7253.0,1.533438,4401.221307936806,urban
G1500030008402,Hawaii,15,Honolulu County,003,008402,8206,1929,143,1314,615,529,522,598,413,269,116,94,330,534,460,437,469,624,621,505,212,245,342,280,241,203,162,800,62,8,4802,4,1657,99,3,9,205,70,487,9162.0,1.589262,5163.402887629604,urban
G1500030008405,Hawaii,15,Honolulu County,003,008405,4664,1196,58,1005,191,369,426,444,237,147,65,62,181,273,305,372,459,418,305,201,68,78,96,69,40,22,27,539,104,4,2600,3,933,76,15,0,92,38,260,4988.0,1.062876,4388.094189726742,urban
G1500030008406,Hawaii,15,Honolulu County,003,008406,5997,1584,77,1327,257,611,636,553,278,157,60,59,163,391,516,651,561,437,286,226,71,88,110,67,29,30,17,1004,307,9,2669,3,1234,180,15,5,129,89,353,6443.0,2.260716,2652.699410275329,urban
G1500030008407,Hawaii,15,Honolulu County,003,008407,3325,1067,69,775,292,328,296,224,110,64,36,25,100,256,328,326,313,260,187,160,54,67,72,50,35,20,14,970,208,8,1252,8,556,104,7,2,58,26,126,3778.0,0.731217,4547.2137546036265,urban
G1500030008408,Hawaii,15,Honolulu County,003,008408,4728,1508,186,1126,382,501,455,338,168,76,38,38,176,431,502,537,414,307,238,167,58,87,64,61,37,21,14,1599,345,28,1394,16,806,163,31,11,54,76,205,9014.22,4.017563,1176.8328212899212,urban
G1500030008410,Hawaii,15,Honolulu County,003,008410,2346,682,33,604,78,177,174,186,131,54,17,27,81,141,176,176,172,235,187,127,45,76,73,32,30,20,9,343,63,0,1274,0,439,47,0,1,31,24,124,6973.78,1.887657,1242.8105317862303,urban
G1500030008411,Hawaii,15,Honolulu County,003,008411,3448,1133,55,738,395,298,274,272,156,84,43,32,147,316,280,251,301,317,221,138,46,69,79,55,31,29,9,446,102,4,1674,4,753,65,4,4,68,54,270,3609.0,1.314241,2623.5675191992946,urban
G1500030008412,Hawaii,15,Honolulu County,003,008412,6543,2359,164,1404,955,571,512,413,243,138,59,68,385,680,554,543,462,483,438,324,138,147,154,105,77,21,28,912,215,7,3066,9,1453,110,16,5,178,147,425,5878.0,0.653039,10019.309719633895,urban
G1500030008502,Hawaii,15,Honolulu County,003,008502,2136,498,41,0,498,242,156,118,79,52,28,35,176,308,202,142,107,150,145,95,29,36,14,11,7,4,0,601,148,8,569,3,484,74,20,3,51,45,130,2364.0,19.775314,108.01345556384085,suburban
G1500030008606,Hawaii,15,Honolulu County,003,008606,9693,2736,159,2068,668,703,787,805,554,316,172,157,438,623,517,658,807,861,757,537,168,213,243,152,99,76,50,1246,180,4,4601,7,2554,146,6,14,228,104,603,10353.88,5.946907,1629.9229162319168,urban
G1500030008609,Hawaii,15,Honolulu County,003,008609,2066,646,120,353,293,125,121,116,75,35,18,34,101,175,127,168,147,171,139,124,70,66,87,67,43,35,22,557,55,5,892,1,365,44,4,3,30,28,82,2179.0,2.738303,754.4818816617445,suburban
G1500030008610,Hawaii,15,Honolulu County,003,008610,1051,459,521,178,281,91,53,45,12,4,5,4,30,84,96,91,78,89,87,95,48,39,55,30,9,1,5,750,24,2,128,1,72,41,2,1,4,8,18,1240.0,2.153585,488.0234585586359,suburban
G1500030008611,Hawaii,15,Honolulu County,003,008611,84,29,9,12,17,6,2,4,2,4,2,3,4,9,9,7,5,6,6,9,2,2,0,0,1,1,0,24,1,0,23,0,24,8,0,0,2,0,2,62.0,12.951951,6.4855094031779466,rural
G1500030008612,Hawaii,15,Honolulu County,003,008612,6017,1902,146,1240,662,475,504,477,308,159,74,80,249,487,434,422,457,561,373,344,111,148,153,85,46,43,27,1576,190,10,1923,12,1478,172,17,1,151,68,419,6005.0,5.149047,1168.5657559544513,urban
G1500030008613,Hawaii,15,Honolulu County,003,008613,904,241,9,199,42,55,68,81,40,32,14,13,15,47,68,50,74,80,59,47,20,30,42,34,22,9,4,152,14,1,353,0,257,10,4,1,29,12,71,922.0,0.283291,3191.0650179497406,urban
G1500030008614,Hawaii,15,Honolulu County,003,008614,8232,2518,149,1596,922,692,639,684,425,221,111,107,338,618,613,644,662,644,546,414,130,183,209,147,86,76,43,1733,238,8,3195,7,1975,209,13,9,177,105,563,15315.97,75.445625,109.11169468077173,suburban
G1500030008617,Hawaii,15,Honolulu County,003,008617,9364,2421,71,1852,569,633,681,705,493,291,136,124,347,535,560,569,697,703,678,545,180,263,379,290,233,178,144,650,86,4,5862,4,1798,114,7,4,272,66,497,11074.0,4.033097,2321.7889378807404,urban
G1500030008622,Hawaii,15,Honolulu County,003,008622,4068,1024,39,849,175,240,274,293,211,135,64,50,149,238,220,234,286,311,268,216,108,139,192,189,112,83,56,532,55,2,1857,1,1141,65,7,1,131,18,258,4395.0,2.549794,1595.423002799442,urban
G1500030008701,Hawaii,15,Honolulu County,003,008701,8787,1858,63,1192,666,518,516,545,373,235,130,117,362,539,510,534,608,632,541,539,199,265,479,353,266,280,246,253,45,2,7118,5,907,36,2,2,151,39,227,10316.0,2.81481,3121.702708175685,urban
G1500030008702,Hawaii,15,Honolulu County,003,008702,5593,1487,180,681,806,342,318,370,210,164,76,76,243,396,313,335,355,375,348,318,122,201,262,220,211,162,176,152,30,3,4469,0,573,28,8,0,133,44,153,6490.0,1.074306,5206.151692348362,urban
G1500030008703,Hawaii,15,Honolulu County,003,008703,6837,1643,88,574,1069,705,567,624,365,215,108,101,336,540,423,438,419,474,443,353,132,141,188,113,64,46,42,376,68,3,4747,8,1102,69,13,2,116,47,286,6900.0,2.263865,3020.056407957188,urban
G1500030008800,Hawaii,15,Honolulu County,003,008800,8054,1666,39,1188,478,545,513,491,323,191,101,88,305,519,499,534,498,489,517,540,205,277,363,303,263,231,259,216,47,4,6698,0,741,41,4,0,108,35,160,9360.0,1.480372,5440.524408729698,urban
G1500030008906,Hawaii,15,Honolulu County,003,008906,3771,1334,55,1007,327,231,186,222,137,85,34,55,144,251,229,233,243,262,253,234,120,219,265,132,114,65,57,714,92,8,1741,5,862,74,8,6,53,34,174,4026.0,1.650812,2284.330378020029,urban
G1500030008907,Hawaii,15,Honolulu County,003,008907,4232,1293,38,837,456,285,302,299,220,101,71,65,193,284,252,265,260,272,281,216,79,114,213,184,133,85,58,618,65,3,1919,5,1100,58,4,4,102,30,324,4304.0,1.338855,3160.9098819513692,urban
G1500030008908,Hawaii,15,Honolulu County,003,008908,5837,1859,30,1607,252,312,335,351,201,128,54,75,207,392,346,335,313,340,446,546,309,423,329,154,90,79,72,832,90,18,3121,8,1285,78,2,10,76,43,274,5868.0,4.803685,1215.1088175015639,urban
G1500030008909,Hawaii,15,Honolulu County,003,008909,3806,1271,35,979,292,247,229,246,155,75,34,41,153,262,260,258,264,239,212,267,150,212,207,122,72,49,52,488,59,8,1907,3,984,67,7,1,54,40,188,3820.0,1.004314,3789.6514436719995,urban
G1500030008912,Hawaii,15,Honolulu County,003,008912,2570,491,10,384,107,122,138,152,84,70,35,33,98,165,144,156,160,177,168,191,69,105,152,125,80,68,78,67,7,1,2158,1,233,14,0,5,36,3,45,3103.0,0.497149,5169.476354171486,urban
G1500030008913,Hawaii,15,Honolulu County,003,008913,4116,836,19,736,100,254,240,210,135,103,55,59,153,295,191,230,296,267,295,254,105,151,217,177,179,134,116,140,15,3,3033,1,676,22,0,0,48,18,160,5128.0,0.833325,4939.249392493925,urban
G1500030008914,Hawaii,15,Honolulu County,003,008914,5098,1203,87,454,749,426,415,415,256,193,94,98,279,436,294,284,322,343,288,269,90,126,153,111,83,64,59,199,116,7,3604,5,717,32,12,0,97,53,256,4979.0,0.551078,9250.9590293933,urban
G1500030008915,Hawaii,15,Honolulu County,003,008915,5236,1822,106,1142,680,383,304,328,229,132,66,72,275,506,370,336,330,342,412,300,121,151,185,116,119,95,64,890,157,11,2194,5,1279,112,15,12,109,79,373,5531.0,2.595172,2017.5926682316242,urban
G1500030008917,Hawaii,15,Honolulu County,003,008917,4554,1526,34,1276,250,219,207,252,185,137,66,87,210,280,222,231,246,318,489,492,175,208,223,101,78,69,59,622,65,5,2595,4,935,59,4,0,63,23,179,4579.0,1.985609,2293.5029001177977,urban
G1500030008918,Hawaii,15,Honolulu County,003,008918,5429,1755,42,1422,333,291,288,335,284,147,64,83,230,382,311,344,299,407,470,418,178,253,263,142,113,67,60,1030,166,12,2447,6,1248,77,4,4,97,53,285,5529.0,2.346671,2313.4900461121306,urban
G1500030008920,Hawaii,15,Honolulu County,003,008920,4296,1572,52,1065,507,261,272,232,175,85,44,59,207,380,324,281,255,327,411,390,104,136,135,82,58,47,31,516,54,6,2397,5,902,58,10,1,80,64,203,4346.0,4.919013,873.3459334220097,suburban
G1500030008921,Hawaii,15,Honolulu County,003,008921,2668,580,16,484,96,169,150,150,104,69,22,34,108,209,159,148,159,176,194,184,60,98,147,112,97,54,65,150,38,0,1801,2,450,26,3,0,91,12,95,3121.0,0.889018,3001.0640954401374,urban
G1500030008922,Hawaii,15,Honolulu County,003,008922,7479,2842,98,2134,708,548,541,447,261,111,67,63,241,581,580,633,700,807,587,418,161,187,206,144,95,67,34,1096,191,7,4213,13,1408,103,9,6,103,73,257,7540.0,4.715001,1586.2138735495496,urban
G1500030008923,Hawaii,15,Honolulu County,003,008923,4737,1800,63,1249,551,317,241,236,170,100,55,53,223,415,366,315,302,319,478,420,141,160,165,102,65,42,52,559,67,11,2732,7,990,49,7,3,86,43,183,4685.0,0.897236,5279.547410045963,urban
G1500030008924,Hawaii,15,Honolulu County,003,008924,7623,2039,47,1805,234,486,595,551,341,232,96,102,278,425,365,563,611,687,689,518,175,224,203,165,129,95,93,750,89,8,5070,8,1231,70,4,4,135,47,207,7695.0,23.072758,330.38963092318653,suburban
G1500030008925,Hawaii,15,Honolulu County,003,008925,6902,1956,54,1282,674,521,472,421,259,180,116,109,427,627,480,497,419,453,467,485,163,205,230,148,93,65,65,775,158,13,4191,7,1129,153,13,5,136,54,268,7206.0,1.495234,4615.9999036940035,urban
G1500030008926,Hawaii,15,Honolulu County,003,008926,1572,678,35,406,272,134,92,74,42,26,14,31,121,223,188,115,117,124,87,71,15,34,26,12,11,11,4,619,93,2,399,5,290,54,4,8,11,27,60,1742.0,2.292471,685.7229600723412,suburban
G1500030008927,Hawaii,15,Honolulu County,003,008927,5180,1746,43,1428,318,545,480,446,230,83,29,39,133,399,502,506,558,433,240,185,61,70,78,76,41,26,20,720,116,7,2568,6,1218,126,5,1,96,59,258,4889.0,1.107774,4676.0440306416285,urban
G1500030008928,Hawaii,15,Honolulu County,003,008928,3884,1142,15,1040,102,310,477,426,177,103,39,24,62,89,168,431,552,443,225,122,45,59,50,30,30,17,5,494,65,4,2113,0,946,65,4,3,56,18,116,4102.0,1.277731,3039.7634556882476,urban
G1500030008929,Hawaii,15,Honolulu County,003,008929,4836,1970,71,1389,581,273,359,362,221,101,47,59,206,331,336,344,417,456,365,207,69,92,103,112,123,141,112,651,110,7,2631,6,1033,83,7,7,65,57,179,4906.0,1.355176,3568.5401748555173,urban
G1500030008930,Hawaii,15,Honolulu County,003,008930,2560,836,14,747,89,117,129,244,200,58,21,21,76,96,84,109,145,320,344,234,73,87,80,42,34,27,19,311,47,0,1620,14,434,14,0,2,22,10,86,2416.0,1.038695,2464.6310996009415,urban
G1500030008931,Hawaii,15,Honolulu County,003,008931,3310,828,5,752,76,283,379,363,156,49,13,15,45,103,195,386,446,364,209,123,32,20,45,32,23,17,12,559,48,7,1809,4,681,28,4,1,58,27,84,3224.0,71.977667,45.986486336102004,rural
G1500030009000,Hawaii,15,Honolulu County,003,009000,1634,554,39,3,551,275,153,94,35,56,55,76,219,299,159,95,42,40,18,8,1,6,1,1,0,1,0,1000,147,9,84,2,111,114,12,8,10,83,54,2412.0,5.992322,272.68227575220425,suburban
G1500030009100,Hawaii,15,Honolulu County,003,009100,5332,1190,60,650,540,425,321,334,239,203,143,110,363,421,347,311,289,344,327,291,99,151,182,146,100,89,97,563,79,6,3273,12,919,70,10,4,105,74,217,5684.0,32.962641,161.75888333704816,suburban
G1500030009200,Hawaii,15,Honolulu County,003,009200,7963,2457,119,1612,845,517,523,534,333,176,116,82,306,508,462,412,472,544,623,545,184,234,313,228,259,320,272,829,54,8,3880,14,2217,113,4,4,144,87,609,8445.0,3.514103,2266.0121231506305,urban
G1500030009300,Hawaii,15,Honolulu County,003,009300,4762,1532,102,545,987,323,311,319,209,120,70,65,185,291,266,249,279,303,324,263,100,164,236,209,174,155,147,370,56,6,2651,4,1062,80,37,5,105,64,322,4899.0,1.191119,3997.921282424342,urban
G1500030009400,Hawaii,15,Honolulu County,003,009400,5155,1760,198,564,1196,367,371,293,205,147,84,77,277,394,335,259,325,417,339,295,93,130,147,163,178,145,114,536,119,14,2606,1,1126,108,12,9,129,88,407,5314.0,1.184058,4353.6718640472,urban
G1500030009501,Hawaii,15,Honolulu County,003,009501,4893,1276,40,9,1267,1027,702,433,128,80,71,99,399,765,600,354,144,37,20,13,5,11,3,2,0,0,0,2234,812,63,313,11,405,409,60,12,37,352,185,3801.0,1.327628,3685.5203415414558,urban
G1500030009502,Hawaii,15,Honolulu County,003,009502,4243,1140,91,3,1137,830,622,398,148,77,72,82,311,624,469,315,177,68,18,8,7,9,4,3,0,1,0,2081,612,56,290,2,381,270,37,21,9,316,168,3634.0,1.457177,2911.7945177559077,urban
G1500030009503,Hawaii,15,Honolulu County,003,009503,3403,233,6,0,233,175,125,85,36,385,382,394,789,565,209,112,86,44,9,5,1,1,0,0,0,0,0,2124,443,52,150,8,200,175,16,1,3,179,52,3619.0,1.808549,1881.618911071804,urban
G1500030009504,Hawaii,15,Honolulu County,003,009504,1271,377,31,4,373,147,159,154,59,33,25,26,103,124,82,131,126,65,23,8,1,0,2,0,2,1,0,819,124,6,84,8,70,62,9,1,8,55,25,1116.0,0.820331,1549.3745817237188,urban
G1500030009507,Hawaii,15,Honolulu County,003,009507,2560,576,250,2,574,238,169,97,44,209,225,244,530,453,166,101,47,21,7,2,0,3,1,1,1,1,0,1518,367,37,123,3,139,161,21,1,5,129,56,2734.0,1.755382,1458.3720238671697,urban
G1500030009603,Hawaii,15,Honolulu County,003,009603,10289,2443,248,1522,921,971,937,879,576,349,166,142,415,674,708,722,679,667,629,517,194,260,310,173,146,96,79,1218,202,17,3764,7,3279,227,16,7,374,79,1099,12175.0,6.86223,1499.3668239041826,urban
G1500030009608,Hawaii,15,Honolulu County,003,009608,5682,1286,141,759,527,486,477,521,314,183,97,101,233,365,384,334,338,367,358,304,131,150,201,128,90,68,52,309,48,11,2596,9,1902,70,5,0,217,24,491,5664.0,45.559306,124.71656174920663,suburban
G1500030009701,Hawaii,15,Honolulu County,003,009701,6635,1703,245,695,1008,710,557,585,370,223,93,104,293,502,394,401,429,399,400,347,123,162,192,132,83,75,61,525,61,13,2508,2,2247,138,15,10,282,57,777,6586.26,19.840968,334.40908729856324,suburban
G1500030009703,Hawaii,15,Honolulu County,003,009703,6227,1422,152,1110,312,559,511,508,306,253,94,86,248,415,396,383,391,397,391,368,148,179,220,140,118,64,52,449,52,4,2704,4,2160,64,3,3,179,43,562,6733.4,5.003194,1244.604946360265,urban
G1500030009704,Hawaii,15,Honolulu County,003,009704,3066,690,47,489,201,261,249,211,150,109,50,35,103,235,183,182,187,166,210,189,79,92,151,86,56,43,39,278,10,3,1374,0,958,68,5,1,60,10,299,3644.33,5.884742,521.0083976493787,suburban
G1500030009801,Hawaii,15,Honolulu County,003,009801,2834,1127,436,471,656,220,170,135,98,61,32,38,114,196,172,159,209,206,208,227,86,114,130,96,73,50,40,873,74,9,782,2,659,77,6,2,107,23,220,3805.0,54.389222,52.10591171905346,rural
G1500030009802,Hawaii,15,Honolulu County,003,009802,6386,1592,286,754,838,616,536,540,345,207,105,102,254,504,434,371,329,384,418,396,124,175,201,113,98,64,70,745,58,15,2182,2,2161,116,8,7,314,46,732,6485.0,2.652479,2407.559117338912,urban
G1500030009902,Hawaii,15,Honolulu County,003,009902,3740,1112,119,595,517,265,238,229,144,73,45,54,157,267,296,265,244,253,255,250,104,141,148,105,71,66,70,833,16,7,1580,5,876,75,0,6,74,42,226,3998.0,3.914129,955.5127079357885,suburban
G1500030009904,Hawaii,15,Honolulu County,003,009904,5986,1917,297,988,929,346,306,302,194,152,91,81,330,530,456,423,375,387,435,435,151,177,245,171,135,121,143,2146,57,12,2034,30,1124,133,5,9,108,54,274,5800.0,90.993385,65.78500184381535,rural
G1500030010000,Hawaii,15,Honolulu County,003,010000,3320,1163,146,220,943,451,199,128,54,117,130,147,459,523,237,220,120,99,87,82,31,39,73,41,30,24,29,1794,283,15,382,3,343,206,24,5,16,131,118,3768.0,189.879937,17.484732997357167,rural
G1500030010100,Hawaii,15,Honolulu County,003,010100,7881,2457,693,1286,1171,562,512,518,317,199,78,104,349,625,576,552,569,554,548,575,187,243,278,165,136,125,109,3076,37,15,2480,38,1615,199,1,9,82,72,257,8598.0,78.235368,100.73449133645029,suburban
G1500030010201,Hawaii,15,Honolulu County,003,010201,5882,1684,414,855,829,435,361,412,290,175,96,81,249,399,384,378,352,436,427,395,136,187,244,157,106,82,100,1385,45,10,1874,10,2041,138,2,5,72,26,274,5910.0,66.230671,88.81081697028254,rural
G1500030010202,Hawaii,15,Honolulu County,003,010202,7643,1342,218,600,742,496,519,488,338,676,317,263,844,959,484,337,298,300,324,282,102,123,206,140,61,50,36,2019,49,10,3258,13,1870,119,9,2,75,49,170,7391.0,33.339309,229.24890254924,suburban
G1500030010303,Hawaii,15,Honolulu County,003,010303,4766,1368,82,834,534,331,309,343,206,130,73,62,195,338,280,274,300,354,322,353,114,175,223,155,107,70,52,851,15,7,1739,3,1682,75,0,1,77,22,294,5036.0,41.665884,114.38614862941586,suburban
G1500030010305,Hawaii,15,Honolulu County,003,010305,5063,1468,76,1069,399,374,324,309,192,116,75,69,190,331,287,315,321,323,422,404,128,210,269,139,100,82,83,1028,27,1,1833,2,1606,75,3,12,82,26,368,5356.0,4.007118,1263.501598904749,urban
G1500030010306,Hawaii,15,Honolulu County,003,010306,6369,2122,59,1778,344,388,394,397,242,138,69,63,226,391,363,404,397,525,506,512,220,271,357,195,134,89,88,1645,58,6,2455,11,1695,121,2,3,54,24,295,6394.0,13.29076,479.2051018903358,suburban
G1500030010308,Hawaii,15,Honolulu County,003,010308,3319,1023,19,892,131,155,186,190,139,73,39,37,112,163,140,168,210,288,263,227,81,100,153,185,202,141,67,332,13,4,2005,1,804,23,1,0,27,12,97,3426.1,8.534907,388.87359873985736,suburban
G1500030010503,Hawaii,15,Honolulu County,003,010503,1980,546,25,295,251,118,93,93,77,49,33,28,95,161,113,132,126,173,184,129,25,65,82,52,54,52,46,227,7,4,956,5,566,38,6,3,26,21,121,2263.9,1.379671,1435.124750755796,urban
G1500030010504,Hawaii,15,Honolulu County,003,010504,5115,1416,52,906,510,332,291,316,219,153,66,70,218,374,329,344,338,316,356,341,121,160,193,144,168,134,132,527,17,9,2293,13,1724,67,0,5,93,27,340,5360.0,1.266837,4037.6149417801976,urban
G1500030010505,Hawaii,15,Honolulu County,003,010505,3531,1084,38,958,126,161,185,186,120,78,30,41,113,167,173,159,233,271,289,248,81,154,242,212,197,117,74,630,8,1,1782,8,896,39,0,0,35,8,124,3527.0,2.068655,1706.9061781689068,urban
G1500030010507,Hawaii,15,Honolulu County,003,010507,5421,1820,76,1164,656,411,397,341,258,155,102,93,276,471,394,292,305,419,436,335,136,161,162,92,74,64,47,965,33,12,2091,6,1682,124,2,3,86,43,374,5510.0,1.505098,3601.7588223491093,urban
G1500030010508,Hawaii,15,Honolulu County,003,010508,2569,1069,78,678,391,133,90,109,68,48,15,20,100,220,173,166,165,214,238,214,68,103,135,102,72,65,51,1099,35,6,731,5,480,73,3,2,28,20,87,2748.0,0.803623,3196.772616015221,urban
G1500030010601,Hawaii,15,Honolulu County,003,010601,3422,1080,30,673,407,232,223,158,137,71,38,39,141,249,184,150,199,219,241,230,86,111,152,135,144,139,144,425,13,10,1636,0,1034,47,0,1,68,13,175,3921.0,1.16256,2943.5039911918525,urban
G1500030010602,Hawaii,15,Honolulu County,003,010602,5449,1644,40,1331,313,303,292,310,196,140,49,57,184,324,295,328,345,383,462,399,127,221,259,208,202,170,195,806,24,7,2734,7,1461,59,6,4,61,32,248,5986.0,2.007411,2714.4416365158904,urban
G1500030010701,Hawaii,15,Honolulu County,003,010701,3661,1343,67,973,370,178,188,187,141,73,29,31,127,219,179,200,231,305,334,308,105,146,218,163,126,103,70,1619,40,12,1070,2,691,94,3,1,20,19,90,4397.0,3.103104,1179.7864331972116,urban
G1500030010702,Hawaii,15,Honolulu County,003,010702,3666,1198,28,879,319,151,178,188,114,75,48,41,115,196,143,160,208,266,274,261,92,124,171,217,190,192,262,549,12,5,1974,5,914,35,0,0,37,9,126,3832.0,4.146366,884.1477091023802,suburban
G1500030010801,Hawaii,15,Honolulu County,003,010801,2969,566,22,7,559,377,238,140,31,262,261,268,537,350,248,162,64,15,7,2,1,3,2,0,0,1,0,1932,216,15,101,8,144,297,22,6,12,131,85,2841.0,5.679299,522.7757862369986,suburban
G1500030010802,Hawaii,15,Honolulu County,003,010802,6548,1549,71,11,1538,937,442,213,67,407,488,571,1287,1099,537,291,113,63,22,5,2,0,2,1,1,0,0,4076,412,65,312,13,333,734,49,14,13,373,154,6642.0,5.755462,1137.701890829963,urban
G1500030010901,Hawaii,15,Honolulu County,003,010901,3140,1004,29,822,182,157,209,224,129,76,38,22,132,152,148,181,225,250,292,251,95,114,128,97,93,72,55,1807,18,5,485,14,614,77,5,0,21,31,63,3256.0,3.235747,970.4096148431877,suburban
G1500030010903,Hawaii,15,Honolulu County,003,010903,4133,1349,76,701,648,251,247,227,153,130,59,59,208,347,269,260,273,335,313,280,102,110,145,103,85,83,94,1231,31,8,1154,11,1296,85,3,2,60,49,203,4157.0,0.82169,5029.877447699254,urban
G1500030010904,Hawaii,15,Honolulu County,003,010904,3570,1084,30,778,306,252,196,226,135,74,37,36,120,228,245,228,225,277,299,269,105,128,147,89,94,83,77,1385,14,9,850,26,1017,73,3,0,20,23,150,3803.0,0.96574,3696.6471306977032,urban
G1500030010905,Hawaii,15,Honolulu County,003,010905,2513,894,49,492,402,133,104,122,77,49,32,24,126,200,159,165,180,171,190,180,73,82,96,94,78,69,109,840,18,11,773,6,715,42,0,3,12,13,80,2630.0,0.548323,4583.0650911962475,urban
